#chr1	x1	x2	chr2	y1	y2	P_val
chr3	58285000	58370000	chr3	58405000	58430000	4.7114116252766746e-17
chr3	66210000	66465000	chr3	66795000	66840000	2.552450285858035e-25
chr3	69085000	69225000	chr3	69285000	69340000	1.3019424945027914e-11
chr3	69075000	69180000	chr3	69410000	69445000	1.2456881910997968e-06
chr3	69095000	69205000	chr3	69650000	69695000	1.960614181416823e-08
chr3	77005000	77085000	chr3	77245000	77260000	0.00023961284276128225
chr3	78600000	78710000	chr3	79015000	79050000	6.919427920039772e-14
chr3	87255000	87375000	chr3	87980000	88025000	3.7445535862395846e-06
chr3	87760000	87825000	chr3	88110000	88115000	0.04590429026687509
chr3	97710000	97810000	chr3	98005000	98050000	0.001969502254527789
chr3	97995000	98105000	chr3	98310000	98355000	9.447556398165384e-06
chr3	98795000	98885000	chr3	98980000	99015000	2.522566602104054e-05
chr3	99990000	100120000	chr3	100230000	100275000	4.3533902888704345e-07
chr3	100405000	100510000	chr3	100570000	100615000	7.971126992307157e-05
chr3	101795000	101850000	chr3	102055000	102060000	2.557610679232257e-05
chr3	101720000	101875000	chr3	102205000	102250000	2.7562756974555447e-08
chr3	102205000	102300000	chr3	102510000	102555000	0.013325195580638716
chr3	105635000	105745000	chr3	106585000	106630000	0.0020449821045992493
chr3	107215000	107320000	chr3	107400000	107445000	6.5987145287217815e-06
chr3	108090000	108230000	chr3	108370000	108425000	0.0002452659386953452
chr3	111655000	111765000	chr3	111945000	111990000	2.4609241117265924e-09
chr3	112260000	112385000	chr3	112500000	112545000	8.238714917993553e-22
chr3	112675000	112825000	chr3	112955000	113000000	1.8006903744902922e-10
chr3	113005000	113135000	chr3	113265000	113310000	7.455546962629598e-15
chr3	117345000	117455000	chr3	117495000	117550000	0.0240914231866517
chr3	118595000	118685000	chr3	118795000	118830000	0.037237058052304484
chr3	119215000	119575000	chr3	119660000	119705000	5.701574328259874e-30
chr3	120210000	120310000	chr3	120390000	120435000	0.0003527169805661124
chr3	120525000	120660000	chr3	120765000	120820000	1.8999622179934431e-13
chr3	122455000	122620000	chr3	122655000	122700000	7.445635235182277e-17
chr3	124515000	124620000	chr3	124670000	124715000	2.191931580060483e-10
chr3	124695000	124815000	chr3	124885000	124930000	3.393884417437048e-08
chr3	127655000	127770000	chr3	127815000	127840000	4.707209585720587e-07
chr3	127600000	127725000	chr3	127945000	127990000	8.354290307234394e-09
chr3	128615000	128730000	chr3	128780000	128825000	1.6970360979275865e-08
chr3	128930000	129105000	chr3	129225000	129260000	1.6994401788978237e-09
chr3	129605000	129700000	chr3	129805000	129840000	8.648258212989254e-09
chr3	132465000	132575000	chr3	132625000	132670000	2.889201980374623e-06
chr3	133410000	133520000	chr3	133550000	133595000	9.666583028917029e-20
chr3	134155000	134315000	chr3	134460000	134505000	1.4125364460918074e-10
chr3	138410000	138700000	chr3	138900000	138945000	4.541690481390356e-22
chr3	141260000	141375000	chr3	141430000	141475000	7.182807324877452e-18
chr3	141420000	141515000	chr3	141545000	141580000	1.7660462891871086e-17
chr3	141920000	142020000	chr3	142255000	142300000	0.017113958869942335
chr3	142505000	142605000	chr3	142975000	143020000	0.009442928371378743
chr3	148920000	149185000	chr3	149250000	149295000	7.783395028196496e-27
chr3	149265000	149415000	chr3	149465000	149500000	1.0440632152488639e-11
chr3	149495000	149605000	chr3	149690000	149745000	2.435899090353726e-10
chr3	150170000	150325000	chr3	150475000	150520000	9.81838292337631e-29
chr3	150660000	150785000	chr3	150845000	150880000	0.012523444985310644
chr3	151135000	151240000	chr3	151255000	151310000	9.048504444650028e-06
chr3	151985000	152180000	chr3	152420000	152475000	1.8890018701950833e-07
chr3	155310000	155425000	chr3	155680000	155715000	6.247112424531518e-15
chr3	158055000	158145000	chr3	158420000	158455000	0.00035822065941662083
chr3	158620000	158735000	chr3	158770000	158815000	2.390366974121923e-09
chr3	158785000	158940000	chr3	159235000	159280000	8.66056214835889e-13
chr3	159225000	159320000	chr3	159785000	159830000	0.028831843982057955
chr3	159810000	159940000	chr3	159985000	160020000	1.2588319463494507e-26
chr3	160635000	160760000	chr3	160915000	160960000	2.3965356679149244e-07
chr3	161185000	161325000	chr3	161400000	161445000	3.4899228674279452e-09
chr3	168155000	168260000	chr3	168830000	168875000	3.144402723872326e-05
chr3	171035000	171210000	chr3	171545000	171590000	2.6159872620028092e-11
chr3	172450000	172545000	chr3	172570000	172615000	1.0290770718506106e-12
chr3	172305000	172390000	chr3	172655000	172680000	0.0002198577697837567
chr3	178390000	178510000	chr3	178940000	178985000	1.027109214577972e-05
chr3	178980000	179135000	chr3	179290000	179335000	1.4780899963878662e-16
chr3	179325000	179460000	chr3	179540000	179585000	2.9828040841542044e-16
chr3	179745000	179855000	chr3	180580000	180615000	4.965400741526084e-05
chr3	183065000	183225000	chr3	183365000	183410000	2.3005804124242122e-31
chr3	184320000	184615000	chr3	184755000	184810000	1.2450812677274885e-05
chr3	185285000	185430000	chr3	185545000	185590000	1.1871508041477672e-05
chr3	185925000	186045000	chr3	186225000	186270000	1.2098516151954402e-09
chr3	186185000	186305000	chr3	186520000	186575000	0.00015774676181249154
chr3	186525000	186635000	chr3	186785000	186840000	2.6084301557076368e-05
chr3	186790000	186900000	chr3	187135000	187180000	1.9317078161341963e-06
chr3	189940000	190030000	chr3	190185000	190220000	2.921820158081287e-08
chr3	190810000	190900000	chr3	191030000	191065000	0.014835130477257824
chr3	191090000	191190000	chr3	191385000	191420000	0.001127108773504766
chr3	192755000	192840000	chr3	193025000	193060000	0.0002976879521630228
chr3	194400000	194525000	chr3	194560000	194605000	5.458766916468825e-14
chr3	194610000	194710000	chr3	195240000	195285000	9.189715149054228e-06
chr3	195230000	195375000	chr3	195490000	195545000	3.99276756685641e-27
chr3	195575000	195705000	chr3	195840000	195865000	5.077717423186609e-10
chr3	195980000	196125000	chr3	196175000	196220000	1.0215417721597824e-52
chr3	196535000	196640000	chr3	196665000	196710000	5.999986913585238e-08
chr3	196935000	197075000	chr3	197165000	197210000	9.485066287578241e-21
chr3	197180000	197295000	chr3	197485000	197520000	1.6466116834210147e-24
chr3	195540000	195645000	chr3	197630000	197685000	0.0007176750240842566
chr4	1100000	1145000	chr4	1280000	1380000	1.7451183703212245e-06
chr4	1715000	1770000	chr4	1825000	1960000	0.0005116922976792625
chr4	2730000	2785000	chr4	2860000	2980000	1.9017070130455116e-06
chr4	3330000	3375000	chr4	3395000	3495000	3.1728988938088946e-07
chr4	3960000	4005000	chr4	4075000	4240000	9.519102212922908e-19
chr4	8450000	8495000	chr4	8525000	8645000	9.680930187003491e-18
chr4	9740000	9785000	chr4	9965000	10070000	0.000373616111199442
chr4	10550000	10605000	chr4	11390000	11510000	0.02265721867847444
chr4	12835000	12870000	chr4	13500000	13595000	1.3211149443841793e-07
chr4	15210000	15255000	chr4	15385000	15495000	0.0014573656913241329
chr4	15715000	15740000	chr4	15940000	16025000	5.830889291353362e-06
chr4	15785000	15830000	chr4	15905000	16020000	0.02992568970662763
chr4	16000000	16045000	chr4	16185000	16325000	5.703355375227772e-07
chr4	21765000	21810000	chr4	22325000	22455000	2.2643039478937107e-08
chr4	24460000	24505000	chr4	24655000	24770000	0.011055768913414216
chr4	25410000	25465000	chr4	25720000	25850000	0.0004685682367321427
chr4	37580000	37615000	chr4	37755000	37850000	0.0017011250646869925
chr4	37785000	37820000	chr4	37980000	38075000	2.751900090873831e-06
chr4	38045000	38080000	chr4	38670000	38815000	1.501920303732669e-10
chr4	38150000	38205000	chr4	38640000	38770000	5.8973479567220115e-12
chr4	38735000	38780000	chr4	38840000	38945000	4.155639205207699e-08
chr4	38895000	38920000	chr4	39090000	39185000	1.3909900683992762e-10
chr4	39525000	39530000	chr4	39600000	39660000	0.0042733988740145485
chr4	40710000	40755000	chr4	40835000	40945000	3.872761941120909e-07
chr4	40950000	41005000	chr4	41135000	41240000	1.3288163450606283e-05
chr4	42550000	42585000	chr4	42725000	42890000	6.547735550574882e-12
chr4	46915000	46960000	chr4	46995000	47090000	0.008586517429864758
chr4	48555000	48600000	chr4	48865000	48985000	6.747607925711866e-06
chr4	53175000	53220000	chr4	53375000	53495000	0.003049223667824294
chr4	69670000	69715000	chr4	69840000	69935000	0.007585254311573233
chr4	76150000	76205000	chr4	76350000	76515000	0.0039684661421410024
chr4	77060000	77105000	chr4	77145000	77240000	0.0010305100143105596
chr4	77230000	77265000	chr4	77305000	77410000	3.949113923421213e-09
chr4	78590000	78625000	chr4	78825000	78910000	0.0026798218594360633
chr4	78930000	78965000	chr4	80170000	80270000	0.010659701220087666
chr4	80340000	80385000	chr4	80985000	81115000	8.523640704020834e-09
chr4	82465000	82480000	chr4	82715000	82780000	0.0022607894503122485
chr4	83090000	83145000	chr4	83175000	83280000	6.107529861788081e-05
chr4	83480000	83525000	chr4	83580000	83695000	2.025125288945519e-07
chr4	86470000	86515000	chr4	86830000	86945000	1.2267091653945965e-05
chr4	86905000	86950000	chr4	87010000	87195000	5.433951563056916e-42
chr4	87335000	87390000	chr4	87415000	87525000	0.00014135128515034307
chr4	88360000	88395000	chr4	88445000	88540000	6.8765104834109645e-06
chr4	88805000	88840000	chr4	88980000	89075000	0.0004990831801427696
chr4	99080000	99135000	chr4	99395000	99510000	0.00045238828873498787
chr4	99540000	99585000	chr4	99770000	99985000	5.462909135223817e-15
chr4	102415000	102470000	chr4	103025000	103130000	0.019780033256842532
chr4	105515000	105530000	chr4	105640000	105715000	4.6226252212461574e-06
chr4	107740000	107775000	chr4	107865000	107965000	2.9768003993131213e-06
chr4	108000000	108055000	chr4	108515000	108655000	1.0433517983725477e-08
chr4	109405000	109450000	chr4	109740000	109900000	2.64069873015398e-14
chr4	109980000	110025000	chr4	110460000	110570000	2.02446894039138e-08
chr4	111625000	111670000	chr4	111850000	112070000	3.1103407201386e-08
chr4	112080000	112125000	chr4	112195000	112370000	5.978096558731139e-19
chr4	112300000	112345000	chr4	112505000	112605000	4.303848175046028e-05
chr4	112610000	112655000	chr4	112735000	112830000	0.0005083975673645136
chr4	113540000	113575000	chr4	113630000	113775000	9.241803327456371e-05
chr4	114365000	114410000	chr4	114655000	114750000	0.00026961185160760556
chr4	122740000	122775000	chr4	122875000	122965000	1.18232026108226e-06
chr4	127580000	127635000	chr4	127675000	127790000	0.000160527434464142
chr4	135850000	135855000	chr4	136975000	137030000	0.013571563650185164
chr4	144145000	144200000	chr4	144985000	145235000	6.147159721212802e-10
chr4	145210000	145255000	chr4	145500000	145645000	1.81399952539761e-16
chr4	147700000	147745000	chr4	147790000	147890000	3.0101439106420236e-07
chr4	149980000	150025000	chr4	150155000	150275000	5.947299015015242e-08
chr4	150280000	150325000	chr4	150820000	150930000	0.0006392243268899765
chr4	152825000	152870000	chr4	153055000	153165000	1.5686378241126388e-08
chr4	153325000	153370000	chr4	153560000	153695000	8.911092812329897e-20
chr4	153420000	153445000	chr4	153520000	153610000	4.268501149011047e-09
chr4	158835000	158880000	chr4	159125000	159225000	0.002719020173781013
chr4	162020000	162025000	chr4	162745000	162820000	0.0041173786720601485
chr4	163480000	163495000	chr4	163695000	163795000	1.855748459584601e-06
chr4	163530000	163575000	chr4	163675000	163820000	1.5843534626876146e-05
chr4	164755000	164800000	chr4	164900000	165105000	5.472495663221163e-21
chr4	165100000	165145000	chr4	165380000	165515000	1.1842044443650024e-06
chr4	168165000	168210000	chr4	168905000	169010000	0.0031340648029330714
chr4	170570000	170605000	chr4	170835000	170925000	0.0007567985920682844
chr4	172995000	173040000	chr4	173200000	173485000	3.091881459686431e-44
chr4	174350000	174385000	chr4	174645000	174770000	1.8108037971352933e-08
chr4	174850000	174895000	chr4	174995000	175120000	1.0697036326789978e-05
chr4	175930000	175975000	chr4	176275000	176370000	0.017634975408535005
chr4	176355000	176400000	chr4	176995000	177125000	0.0005863263552604198
chr4	184240000	184285000	chr4	184535000	184725000	3.2523770275377477e-09
chr4	185630000	185665000	chr4	185970000	186080000	5.318640016432739e-06
chr4	675000	800000	chr4	965000	1020000	1.9461690748369743e-05
chr4	1085000	1150000	chr4	1345000	1360000	0.0005257176997663579
chr4	3275000	3385000	chr4	3420000	3465000	2.147552584271848e-06
chr4	5970000	6085000	chr4	6305000	6350000	0.004035884670359843
chr4	6695000	6805000	chr4	6840000	6885000	2.6560670284974265e-14
chr4	7735000	7855000	chr4	7965000	8010000	8.626720463119918e-11
chr4	8140000	8275000	chr4	8395000	8440000	5.366527730433463e-09
chr4	9700000	9845000	chr4	9990000	10035000	3.934069502106849e-12
chr4	10525000	10630000	chr4	11410000	11455000	0.037793106359735526
chr4	12740000	12900000	chr4	13515000	13570000	0.00010012073498245493
chr4	17505000	17635000	chr4	17790000	17835000	6.911383553090732e-06
chr4	17470000	17710000	chr4	18575000	18620000	1.0241562747063491e-05
chr4	22440000	22525000	chr4	22585000	22610000	0.0015930232584971363
chr4	22355000	22470000	chr4	22660000	22715000	0.011248647326916675
chr4	25105000	25200000	chr4	25345000	25390000	0.03140233418674965
chr4	25970000	26090000	chr4	26395000	26430000	1.9007789542691057e-08
chr4	26670000	26880000	chr4	26980000	27025000	1.7401524886734864e-11
chr4	36305000	36460000	chr4	37365000	37410000	4.050174897574822e-09
chr4	38855000	38950000	chr4	39120000	39155000	5.360483396768764e-07
chr4	40075000	40260000	chr4	40285000	40330000	5.557188069123122e-38
chr4	40890000	41035000	chr4	41190000	41235000	7.581423594246664e-29
chr4	41235000	41340000	chr4	41635000	41680000	3.4341491034327025e-05
chr4	41635000	41770000	chr4	41860000	41905000	1.2981912785051949e-11
chr4	42225000	42365000	chr4	42500000	42545000	0.00013199561090411932
chr4	47645000	47725000	chr4	47820000	47845000	0.0003263427935734173
chr4	47630000	47740000	chr4	47910000	47955000	0.00011003624628012546
chr4	47930000	48035000	chr4	48050000	48105000	0.00232131003953794
chr4	48100000	48215000	chr4	48250000	48295000	1.987872595428481e-19
chr4	51800000	51950000	chr4	52000000	52045000	4.0926236120352017e-17
chr4	53845000	53965000	chr4	54205000	54250000	2.686752666888625e-05
chr4	55345000	55470000	chr4	55525000	55570000	1.898399999544392e-08
chr4	68610000	68700000	chr4	69160000	69195000	7.108722276935408e-05
chr4	69645000	69740000	chr4	69865000	69900000	0.00017222933847022034
chr4	70235000	70335000	chr4	70490000	70525000	0.006961493010894028
chr4	70610000	70730000	chr4	70975000	71020000	4.167425862062245e-05
chr4	73285000	73590000	chr4	73635000	73680000	0.0004607704660555665
chr4	73520000	73730000	chr4	74115000	74160000	2.9519746642868984e-09
chr4	74135000	74255000	chr4	74290000	74335000	7.828591075216032e-12
chr4	77005000	77125000	chr4	77180000	77225000	1.2040589495107586e-06
chr4	77330000	77485000	chr4	77575000	77630000	1.159417023106188e-10
chr4	78560000	78675000	chr4	78835000	78880000	1.1883458739138932e-12
chr4	81020000	81110000	chr4	81335000	81370000	0.010343150125978508
chr4	81385000	81505000	chr4	81820000	81865000	2.2874777925445882e-09
chr4	82990000	83085000	chr4	83260000	83305000	1.789834910684648e-05
chr4	83445000	83550000	chr4	83620000	83655000	3.2170586422872507e-06
chr4	86400000	86545000	chr4	86875000	86920000	1.436368669041488e-05
chr4	86880000	87000000	chr4	87070000	87115000	1.2452677249478825e-11
chr4	87305000	87405000	chr4	87450000	87485000	7.17627888170568e-07
chr4	87975000	88085000	chr4	88190000	88235000	0.002309097393885107
chr4	88150000	88290000	chr4	88490000	88545000	7.709476486029561e-08
chr4	94345000	94485000	chr4	94570000	94615000	5.429922776923802e-19
chr4	102400000	102500000	chr4	102600000	102645000	1.927828107445345e-05
chr4	102605000	102875000	chr4	102990000	103035000	5.362637741597427e-07
chr4	105045000	105195000	chr4	105450000	105485000	9.699429995871037e-06
chr4	107990000	108100000	chr4	108150000	108195000	2.7100960868876765e-08
chr4	107980000	108100000	chr4	108545000	108600000	0.0006623309955308734
chr4	110000000	110105000	chr4	110180000	110215000	5.482736149805626e-07
chr4	109940000	110060000	chr4	110495000	110540000	8.592159539416425e-08
chr4	112260000	112405000	chr4	112495000	112540000	1.7079432181346146e-11
chr4	112730000	112840000	chr4	112920000	112955000	4.877672441262628e-08
chr4	118955000	119065000	chr4	119265000	119310000	6.9966361663393216e-06
chr4	119440000	119540000	chr4	120040000	120075000	0.020452462078196617
chr4	122575000	122655000	chr4	122700000	122725000	4.49292065521681e-07
chr4	122675000	122820000	chr4	122900000	122945000	1.790939210183387e-18
chr4	127540000	127670000	chr4	127700000	127755000	1.2297518487240521e-06
chr4	128800000	128920000	chr4	129070000	129115000	0.008474587092629701
chr4	140575000	140720000	chr4	140825000	140870000	3.831661393742803e-08
chr4	145085000	145225000	chr4	145590000	145635000	9.346068129461662e-12
chr4	146195000	146365000	chr4	146895000	146930000	7.421330727230882e-05
chr4	147605000	147770000	chr4	147840000	147885000	6.519947948959335e-24
chr4	152465000	152560000	chr4	152620000	152655000	1.0690226086107818e-06
chr4	153070000	153195000	chr4	153295000	153350000	0.010837571705971534
chr4	153265000	153360000	chr4	153625000	153670000	0.0029674488752926037
chr4	154280000	154485000	chr4	154485000	154550000	0.00040313127909804333
chr4	155360000	155515000	chr4	155760000	155815000	1.7474077417765413e-09
chr4	163540000	163615000	chr4	163650000	163675000	1.3196143422756938e-11
chr4	163470000	163755000	chr4	164710000	164765000	0.02180521969717271
chr4	165110000	165200000	chr4	165320000	165355000	4.424402673205348e-05
chr4	165465000	165600000	chr4	166060000	166115000	5.736390133891599e-09
chr4	168945000	169085000	chr4	169470000	169515000	0.0006522458147788807
chr4	173000000	173110000	chr4	173230000	173285000	0.00182690329503668
chr4	173265000	173345000	chr4	173400000	173425000	2.299509839701528e-11
chr4	182875000	183055000	chr4	183230000	183285000	4.538999929916526e-13
chr4	184260000	184330000	chr4	184470000	184485000	0.00027328666471549177
chr4	184235000	184355000	chr4	184510000	184565000	0.00014825039762699047
chr4	185285000	185490000	chr4	185580000	185615000	1.5404076318793542e-23
chr5	295000	340000	chr5	400000	495000	9.146177796795893e-07
chr5	905000	940000	chr5	1120000	1220000	0.001232087843029103
chr5	1460000	1495000	chr5	1575000	1660000	0.0009468490333893507
chr5	4850000	4895000	chr5	5395000	5490000	0.00695154850222608
chr5	5470000	5515000	chr5	6455000	6620000	2.8337697284933267e-05
chr5	6610000	6645000	chr5	6685000	6785000	5.941151503717622e-17
chr5	9345000	9380000	chr5	9470000	9570000	1.4878623351270216e-05
chr5	10425000	10470000	chr5	10590000	10785000	1.4237510320510767e-14
chr5	13960000	14005000	chr5	14285000	14445000	2.3629311239578626e-08
chr5	14145000	14160000	chr5	14205000	14290000	5.515633572228114e-11
chr5	14705000	14750000	chr5	14915000	15060000	1.0025129096026236e-15
chr5	16770000	16815000	chr5	17110000	17220000	2.7900225249950536e-06
chr5	17195000	17240000	chr5	17430000	17550000	1.6420376834006535e-08
chr5	17505000	17550000	chr5	17605000	17700000	2.1180462308132948e-08
chr5	33415000	33450000	chr5	33950000	34060000	8.72377608631626e-06
chr5	36715000	36760000	chr5	36845000	37125000	1.434876374585803e-37
chr5	37810000	37865000	chr5	38130000	38240000	0.006066815418216665
chr5	39150000	39155000	chr5	39420000	39490000	0.0007567831821799004
chr5	39360000	39395000	chr5	39505000	39590000	0.004189832291181207
chr5	39930000	39965000	chr5	40645000	40770000	6.541757635175102e-14
chr5	40745000	40770000	chr5	40820000	40900000	0.00012026898888558393
chr5	41665000	41720000	chr5	41975000	42105000	0.0349364150402426
chr5	41835000	41880000	chr5	41930000	42110000	9.200936099423152e-17
chr5	45940000	45945000	chr5	46150000	46220000	0.00022334289780430528
chr5	52920000	52975000	chr5	53045000	53165000	6.71100819949552e-05
chr5	54220000	54265000	chr5	54425000	54535000	0.004400791106047712
chr5	54490000	54535000	chr5	54810000	54925000	3.95688509667414e-07
chr5	55955000	56010000	chr5	56120000	56225000	0.003937384043070199
chr5	56250000	56295000	chr5	56800000	56925000	2.6708970514124255e-13
chr5	56880000	56935000	chr5	57155000	57300000	6.001851060663012e-09
chr5	58870000	58915000	chr5	58960000	59080000	9.718377883458471e-06
chr5	59785000	59830000	chr5	60590000	60720000	0.00021650234920068682
chr5	60275000	60310000	chr5	60590000	60680000	0.0020039280552957076
chr5	60655000	60700000	chr5	60865000	61010000	8.00739644356059e-10
chr5	62200000	62245000	chr5	62305000	62455000	9.899497669794625e-24
chr5	62425000	62480000	chr5	62710000	62855000	5.438142037448513e-05
chr5	64610000	64655000	chr5	64720000	64845000	2.292431104689674e-07
chr5	66285000	66330000	chr5	66710000	66830000	8.73451656498714e-08
chr5	67215000	67270000	chr5	68180000	68295000	0.008032369120155794
chr5	72115000	72160000	chr5	72230000	72350000	1.5385616458668135e-05
chr5	72350000	72385000	chr5	72510000	72600000	5.6123855179575746e-08
chr5	73570000	73605000	chr5	73750000	73860000	5.888953783250458e-12
chr5	73875000	73920000	chr5	74620000	74725000	0.0003845643953333265
chr5	75705000	75750000	chr5	76180000	76290000	0.0005988299490536752
chr5	76855000	76890000	chr5	76975000	77100000	3.7276963530639254e-05
chr5	79000000	79045000	chr5	79090000	79215000	1.968245871558302e-06
chr5	79540000	79575000	chr5	79790000	79900000	0.0002778685216619165
chr5	80070000	80115000	chr5	80240000	80365000	2.4929227865788934e-22
chr5	81415000	81440000	chr5	82170000	82255000	2.232139746597097e-05
chr5	81485000	81530000	chr5	81755000	81875000	9.050316089555187e-05
chr5	82335000	82380000	chr5	83485000	83580000	0.02119454232783892
chr5	87045000	87100000	chr5	87310000	87420000	3.265536896646099e-05
chr5	87755000	87800000	chr5	88610000	88740000	5.818961272939921e-07
chr5	88870000	88915000	chr5	89195000	89305000	0.03367702480466126
chr5	90865000	90870000	chr5	91380000	91440000	5.758139629333843e-08
chr5	94505000	94550000	chr5	94670000	94885000	6.980738298285881e-06
chr5	94945000	94990000	chr5	95170000	95320000	5.70201929521985e-14
chr5	95640000	95675000	chr5	95710000	95875000	6.638208467884933e-24
chr5	96320000	96365000	chr5	96595000	96735000	0.00018174085274273515
chr5	96595000	96630000	chr5	96685000	96785000	0.0009892647319278659
chr5	98900000	98945000	chr5	98980000	99090000	6.707566196463582e-13
chr5	103215000	103270000	chr5	103405000	103535000	3.389207542659746e-08
chr5	103690000	103735000	chr5	103735000	106260000	0.014721523899306572
chr5	110735000	110780000	chr5	111030000	111145000	1.263189187541104e-06
chr5	111535000	111580000	chr5	112050000	112165000	3.872240591872348e-05
chr5	112520000	112575000	chr5	112710000	112855000	4.00702772174486e-05
chr5	115290000	115335000	chr5	115505000	115645000	8.276349190782532e-15
chr5	115615000	115660000	chr5	116000000	116115000	1.4876677457528078e-10
chr5	116115000	116160000	chr5	116465000	116575000	0.0012044783840695886
chr5	116555000	116600000	chr5	116875000	116980000	7.180728482523036e-07
chr5	122165000	122210000	chr5	122415000	122520000	0.007372823487428226
chr5	123390000	123445000	chr5	123520000	123630000	2.1574248889731586e-05
chr5	126330000	126375000	chr5	126445000	126610000	1.5567558496103096e-32
chr5	126650000	126695000	chr5	126730000	126870000	7.439872329074208e-42
chr5	127265000	127320000	chr5	127415000	127530000	0.0036413529277881814
chr5	127545000	127580000	chr5	127820000	127980000	5.3592703137778234e-06
chr5	131570000	131605000	chr5	131965000	132065000	0.005475681089293428
chr5	132045000	132080000	chr5	132190000	132375000	0.005821615499944287
chr5	132350000	132405000	chr5	132775000	132915000	6.617559268289648e-09
chr5	133090000	133135000	chr5	133885000	133980000	0.01452434699987586
chr5	134020000	134055000	chr5	134090000	134195000	3.80900769087877e-17
chr5	134170000	134205000	chr5	134240000	134325000	0.032291474861930576
chr5	135445000	135480000	chr5	135510000	135610000	8.752743792633282e-07
chr5	137740000	137785000	chr5	137990000	138145000	0.003968650009048461
chr5	138165000	138200000	chr5	138380000	138585000	7.86836251485326e-08
chr5	139385000	139440000	chr5	139490000	139790000	1.0997736763562273e-21
chr5	139615000	139650000	chr5	139695000	139800000	4.664192155602579e-10
chr5	139770000	139815000	chr5	139920000	140040000	0.01078925271420085
chr5	140220000	140265000	chr5	140290000	140410000	5.029389637317475e-13
chr5	141400000	141455000	chr5	141485000	141615000	3.2649907434615404e-19
chr5	141685000	141720000	chr5	141805000	141950000	1.6382693697566735e-09
chr5	142130000	142175000	chr5	142620000	142725000	0.012824727235831628
chr5	142990000	143035000	chr5	143345000	143470000	4.307924599158198e-06
chr5	146265000	146310000	chr5	146390000	146490000	6.620114550101508e-07
chr5	147610000	147655000	chr5	147765000	147885000	0.00010191910939099385
chr5	148160000	148215000	chr5	148310000	148470000	0.04498232964561384
chr5	148715000	148760000	chr5	148915000	149085000	1.7342393839768646e-26
chr5	149610000	149665000	chr5	149785000	150045000	7.738189298153094e-26
chr5	150545000	150580000	chr5	150620000	150725000	2.0953812642278044e-11
chr5	154050000	154095000	chr5	154355000	154470000	4.17931319370413e-07
chr5	154175000	154210000	chr5	154360000	154445000	0.00014603176240500645
chr5	154440000	154495000	chr5	154525000	154675000	2.5365120257652463e-26
chr5	154635000	154670000	chr5	154760000	155065000	3.290096358223778e-11
chr5	157785000	157840000	chr5	157900000	158025000	3.06836060010145e-11
chr5	158675000	158730000	chr5	159060000	159175000	5.316008465048897e-09
chr5	159140000	159185000	chr5	159250000	159395000	1.2632375536382083e-09
chr5	159325000	159350000	chr5	159400000	159475000	0.0005623775849371241
chr5	160190000	160215000	chr5	160305000	160395000	2.8213033217223417e-06
chr5	161035000	161040000	chr5	162535000	162605000	0.009288881157286738
chr5	168255000	168290000	chr5	168430000	168755000	2.1464729984661904e-13
chr5	170080000	170125000	chr5	170155000	170255000	1.9135765377125533e-08
chr5	170200000	170255000	chr5	170355000	170475000	3.3505829002297784e-06
chr5	171390000	171435000	chr5	171845000	172105000	5.122149164144687e-06
chr5	171890000	171925000	chr5	171990000	172095000	4.330930639460988e-15
chr5	172085000	172130000	chr5	172185000	172320000	1.380726810502476e-07
chr5	172450000	172495000	chr5	172620000	172740000	2.8941993533820998e-11
chr5	172685000	172740000	chr5	172895000	173010000	0.0002981559449245046
chr5	172960000	173005000	chr5	173090000	173340000	1.0262189894536283e-39
chr5	173600000	173645000	chr5	173890000	174035000	5.662363266875983e-37
chr5	174930000	174975000	chr5	175380000	175480000	0.0022430454174801684
chr5	175710000	175755000	chr5	175855000	175990000	0.00036383262138200165
chr5	175920000	175945000	chr5	177890000	178300000	1.9059940372321817e-20
chr5	176410000	176435000	chr5	176520000	176605000	0.00895356501474042
chr5	176635000	176680000	chr5	176880000	177135000	1.6292669198096416e-18
chr5	177095000	177140000	chr5	177230000	177350000	3.896667843817119e-06
chr5	177880000	177895000	chr5	178030000	178210000	3.5070524395582972e-43
chr5	178060000	178095000	chr5	178120000	178225000	2.8452114043174665e-17
chr5	178265000	178310000	chr5	178505000	178610000	0.0008568012431842936
chr5	180775000	180820000	chr5	181135000	181320000	7.964281255163574e-11
chr5	180855000	180890000	chr5	181055000	181175000	7.796393019641216e-08
chr5	181170000	181205000	chr5	181230000	181320000	9.184110980137321e-14
chr5	285000	370000	chr5	420000	445000	3.0406536544537275e-13
chr5	1080000	1225000	chr5	1620000	1665000	1.1855790632760724e-07
chr5	370000	465000	chr5	1780000	1815000	0.020914138366161076
chr5	6545000	6650000	chr5	6725000	6770000	2.8889146393067973e-06
chr5	14060000	14185000	chr5	14235000	14290000	1.845280007323134e-12
chr5	14140000	14460000	chr5	14635000	14680000	7.56692053251809e-14
chr5	14655000	14785000	chr5	14980000	15025000	3.9442676000324544e-23
chr5	16300000	18150000	chr5	18150000	18210000	0.01131173762008805
chr5	19935000	19995000	chr5	20560000	20565000	0.008102302710797806
chr5	31560000	31655000	chr5	31785000	31830000	0.008228359584631187
chr5	31525000	31640000	chr5	32065000	32110000	2.0243533940960474e-06
chr5	32340000	32550000	chr5	32570000	32625000	3.538025891682767e-76
